name,handle,date,text,replys,retweets,likes
Tom Joseph,@TomJChicago,2021-07-25 00:40:09+00:00,"Tom JosephTrumps speech in AZ is the biggest stream of lies, hate & paranoia he’s ever done, and that’s saying a lot. He’s deranged & wants to incite violence.

Note- He was probably exposed multiple times to the Delta variant today, he’s 75 & his vaccination is over 6 months old. T & P….
307
1.2K
6.3K",307,1.2K,6.3K
Aaron Rupar,@atrupar,2021-07-25 00:46:55+00:00,"Aaron RuparTrump's speech in Phoenix is over after nearly 2 hours. Big lies about the election & doom & gloom about the state of the country will pretty much be his platform heading into the midterms. Given the latter you can see why Trump is reluctant to unequivocally encourage vaccination
441
745
4.5K",441,745,4.5K
"Bobby Piton, 2022 US Senate Candidate -State of IL",@UAmerica333,2021-07-25 00:48:56+00:00,"Bobby Piton, 2022 US Senate Candidate -State of ILPresident Trump will be back in the White House this year!!!
994
1.5K
8K",994,1.5K,8K
Mark Elliott,@markmobility,2021-07-25 00:57:16+00:00,"Mark ElliottTrump supporters shout ""No masks!"" at journalists as they head to an indoor rally in Phoenix, AZ (with the Delta variant running rampant). Some of these people are going to get very ill and could die.
From 
Kyung Lah
2.1K
1.3K
3.8K",2.1K,1.3K,3.8K
Zachary Petrizzo,@ZTPetrizzo,2021-07-25 01:18:47+00:00,"Zachary PetrizzoTrump speaking of “routers” here is a reference to a MyPillow CEO Mike Lindell conspiracy theory which alleges the “routers” of Dominion voting machines were connected to the Internet on election night and thus now need to be examined.
Aaron Rupar
@atrupar
 · Jul 25
huh?
Show this thread
319
369
1.5K",319,369,1.5K
John Pavlovitz,@johnpavlovitz,2021-07-25 01:22:43+00:00,"John PavlovitzThe Dems do not have the majority. Manchin and Sinema have made sure of that. And the death of RBG means we are at the precipice of losing everything in 2022. Before 2024, Trump could already have his term guaranteed. Whatever you wish good Germans would have done in 1930, do it.
307
4.3K
12.1K",307,4.3K,12.1K
Jon Cooper,@joncoopertweets,2021-07-25 02:21:47+00:00,"Jon CooperDid anybody have “routers” on their Trump bingo card? 
549
749
7.9K",549,749,7.9K
Steve Schmidt,@SteveSchmidtSES,2021-07-25 02:26:55+00:00,"Steve SchmidtIgnoring Trump is not an option. Looking away is not an option.  Trump is the 2024 Presumptive nominee of the GOP. His insanity, conspiracy theories, rage, grievance and lying are dangerous.  His words tonight teemed with menace and intimations of violence. Yet, he remains
757
6.5K
22.7K",757,6.5K,22.7K
Melissa Tate,@TheRightMelissa,2021-07-25 02:39:03+00:00,"Melissa TateWow! Suspected under cover FBI agent posing as a Trump supporter tries to incite folks to break the law & enter the capitol. The ppl see through him & chant “Fed Fed Fed” 
Looking more like Jan6th was an inside job by our own Govt as Tucker Carlson said
0:12
745.2K views
From 
Big Fish
1.6K
9.1K
16.5K",1.6K,9.1K,16.5K
sasha monet,@LabordeSheila,2021-07-25 02:42:12+00:00,"sasha monetI MISS PRESIDENT TRUMP
I FELT SAFE WHEN HE WAS IN OFFICE
420
2.4K
15.2K",420,2.4K,15.2K
Sarah Reese Jones,@PoliticusSarah,2021-07-25 02:48:03+00:00,"Sarah Reese JonesObama didn’t hold rallies after Trump got elected. This isn’t normal, it’s an attack on the peaceful transfer of power and it’s dangerous. 

#TrumpRally
1K
6.1K
33.8K",1K,6.1K,33.8K
Don Winslow,@donwinslow,2021-07-25 03:33:23+00:00,"Don WinslowWhatever you do, do not underestimate Donald Trump like so many did in 2016.

Never forget the evil you are fighting or the power of misinformation used to control low information voters.
546
6.5K
28.6K",546,6.5K,28.6K
Palmer Report,@PalmerReport,2021-07-25 03:52:11+00:00,"Palmer ReportDonald Trump spent a portion of his speech tonight talking about LeBron James becoming a transgender woman. It’s clear why Trump’s handlers rarely let him out in public anymore. What was left of his mind is gone.
528
2.9K
12.1K",528,2.9K,12.1K
Marianne Williamson,@marwilliamson,2021-07-25 11:25:10+00:00,"Marianne WilliamsonTurning the Turner/Brown OH-11 race into a litmus test for who can be more “loyal to Biden” is as creepy as the Republicans demanding loyalty to Trump. And it’s not how democracy works. What we love about 
@ninaturner
 is that she’s loyal to no one but the people she serves.
236
463
2.3K",236,463,2.3K
Ron Filipkowski,@RonFilipkowski,2021-07-25 11:34:47+00:00,"Ron FilipkowskiOnce again, just like after every Trump rally, MAGA social media is filled with posts touting the crowd size with, “there’s no way he lost - compare this to Biden’s events.” They just can’t figure out that, during a pandemic, we aren’t going to assemble in crowds and costumes.
437
700
5.4K",437,700,5.4K
Justin Baragona,@justinbaragona,2021-07-25 15:34:46+00:00,"Justin BaragonaCarl Bernstein: ""[Trump] is our own American war criminal of a kind we’ve never experienced before.""

Brian Stelter: ""You just said war criminal. What do you mean, war criminal?""

Bernstein: ""I did.""
423
1.7K
4K",423,1.7K,4K
David Niño Rodriguez,@ninoboxer,2021-07-25 15:43:42+00:00,"David Niño RodriguezWord on the street is Trump won 49 states. California went red
440
1.8K
9K",440,1.8K,9K
Sean Hannity,@seanhannity,2021-07-25 15:45:02+00:00,"Sean HannityDem Congressman Introduces Bill to Block Trump from Becoming Speaker of the House
thejeffreylord.com
Dem Congressman Introduces Bill to Block Trump from Becoming Speaker of the House | The Jeffrey Lord
Democrats are still so afraid of Trump and his influence they are passing laws to banish him from positions he has no interest in. Pennsylvania democratic
2.1K
1.2K
2.7K",2.1K,1.2K,2.7K
Andrea Junker,@Strandjunker,2021-07-25 15:45:47+00:00,"Andrea JunkerCan’t wait for Adam Kinzinger and Liz Cheney to question Kevin McCarthy and Donald Trump.
390
2.5K
16.6K",390,2.5K,16.6K
United for the People,@people4kam,2021-07-25 15:58:57+00:00,"United for the People2016: Nina Turner endorsed Jill Stein, helping Donald Trump become President.
From 
LeftSplintered
320
709
1K",320,709,1K
Laurence Tribe,@tribelaw,2021-07-25 16:39:43+00:00,"Laurence TribeAll who pretend to know AG Garland’s innermost thoughts are just blowhards. I’ve known Merrick Garland well for 45 years and have to confess I’m still unsure where his legal compass will point. It’s premature to conclude he’s bound to give Trump a pass.
washingtonpost.com
Merrick Garland will not deliver your catharsis
Progressives want a dramatic de-Trumpification of the Justice Department. But the attorney general has a different theory of how to heal America.
481
704
2.5K",481,704,2.5K
Hamish Mitchell,@H_MitchellPhoto,2021-07-25 16:52:23+00:00,"Hamish MitchellIf you get vaccinated, Trump will be reinstated in August. Trust me 
277
642
3.9K",277,642,3.9K
Sarah Huckabee Sanders,@SarahHuckabee,2021-07-25 16:53:22+00:00,"Sarah Huckabee SandersRead my column in today’s 
@ArkansasOnline
 on why I decided to get the Trump vaccine.
arkansasonline.com
OPINION | SARAH HUCKABEE SANDERS: The reasoning behind getting vaccinated
A few months ago, I decided to take advantage of President Trump's Operation Warp Speed and get vaccinated.
9K
2K
1.4K",9K,2K,1.4K
John P. Flannery,@JonFlan,2021-07-25 17:44:08+00:00,"John P. FlanneryTrump lap dog Chris Christie, stupidly paid by ABC News for his road tested republican talking points, said, ""People out there can be innoculated but they don't want to be indoctrinated."" What is he talking about ""liberal kooties?""Don't get vaccinated & get horribly sick & die.
246
306
941",246,306,941
Vernon Jones For Governor,@RepVernonJones,2021-07-25 17:45:52+00:00,"Vernon Jones For GovernorMitt Romney was a lifelong Republican. John McCain was a lifelong Republican. Lynn Cheney was a lifelong Republican. 

Donald Trump wasn’t though. Neither was Ronald Reagan. 

I think I’m in good company.
615
4.9K
24.9K",615,4.9K,24.9K
Catalina Lauf,@CatalinaLauf,2021-07-25 17:50:41+00:00,"Catalina Lauf193 days ago, Adam Kinzinger joined the Democrats to vote for the sham impeachment of President Trump.

Today, he once again joined the Democrats by accepting Pelosi's appointment to the partisan January 6th committee.

In 338 days, Republican voters WILL vote this RINO out.
649
1.9K
7.6K",649,1.9K,7.6K
Bill Kristol,@BillKristol,2021-07-25 18:15:37+00:00,"Bill KristolI am alarmed. 
Yes, about Trump and the GOP.
But also about COVID, and how the broad social and economic reopening people are counting on is at risk.
And I'm alarmed the Biden Administration doesn't seem alarmed enough, and doesn't seem to have enough urgency about this threat.
544
1.1K
6.1K",544,1.1K,6.1K
BCOOL,@BCOOL333,2021-07-25 18:23:17+00:00,"BCOOLTrue or False ?

From COVID-19 to voting: Trump is nation's single largest spreader of disinformation, studies say.
317
386
1.9K",317,386,1.9K
Ted Cruz,@tedcruz,2021-07-25 18:24:32+00:00,"Ted CruzNancy Pelosi’s sham “commission” (consisting only of people who’ve already voted to impeach Trump):
709
692
3.4K",709,692,3.4K
Ted Cruz,@tedcruz,2021-07-25 18:34:08+00:00,"Ted CruzNancy Pelosi’s sham “commission” (consisting only of people who’ve already voted to impeach Trump):
GIF
1.8K
1.1K
5K",1.8K,1.1K,5K
Lauren Boebert,@laurenboebert,2021-07-25 19:00:49+00:00,"Lauren BoebertNancy Pelosi has turned the 1/6 Committee into President Trump’s 3rd Impeachment.
2.7K
4.1K
19K",2.7K,4.1K,19K
Dan Rather,@DanRather,2021-07-25 19:20:51+00:00,"Dan RatherPerhaps I'm beginning to understand why many who support Trump don't believe in climate change. It's the middle of a hot summer, and  they seem to be immersed in snowflakes.
502
3.4K
35.1K",502,3.4K,35.1K
Patton Oswalt,@pattonoswalt,2021-07-25 20:54:48+00:00,"Patton OswaltFINE it’s the Trump Vaccine. Two decades of mRNA research had nothing to do with it. The Pfizer vaccine developed prior to WaRp Speed by a Turkish immigrant in Germany meant zero. All Trump. Will THAT get you ignorant crybabies vaccinated? Trump Vaccine it is.
1.2K
6.8K
53.6K",1.2K,6.8K,53.6K
Really American,@ReallyAmerican1,2021-07-25 21:00:23+00:00,"Really AmericanWhy hasn’t Trump been arrested?
516
2.7K
13.1K",516,2.7K,13.1K
TheLeoTerrell,@TheLeoTerrell,2021-07-25 21:03:58+00:00,"TheLeoTerrellThe January 6th select committee is a sham!  The outcome is already pre-determined.  Soon to be retired Nancy Pelosi will blame President Trump.  The committee is a waste of taxpayers’ money.  #VoteTrump2024
579
2.1K
9.8K",579,2.1K,9.8K
Amy Lynn,@AmyAThatcher,2021-07-25 21:32:25+00:00,"Amy LynnJosh Hawley needs to be called before the Jan 6th Commission, along with Ted Cruz, Mo Brooks, Marjorie Taylor Greene, Lauren Boebert, Kevin McCarthy and Trump!
364
2.6K
11.2K",364,2.6K,11.2K
Joe Walsh,@WalshFreedom,2021-07-25 21:53:10+00:00,"Joe WalshYes, I left the Republican Party for a lot of reasons, but it really comes down to truth. Since Trump took over, my former political party is made up of people who don’t tell the truth. People who can’t handle the truth. People who rejoice in lying.

I can’t be a part of that.
935
3.5K
22.8K",935,3.5K,22.8K
Michael Cohen,@MichaelCohen212,2021-07-25 22:37:16+00:00,"Michael CohenAfter this weekends insane #TrumpRally rant, many questioned Trump’s mental health. According to the doctors and Trump, his cognitive function test resulted in a score of 100!
550
1.2K
8.6K",550,1.2K,8.6K
CALL TO ACTIVISM,@CalltoActivism,2021-07-25 23:03:46+00:00,"CALL TO ACTIVISMBREAKING — Trump true believers are threatening to LEAVE the United States if Trump is not reinstated to the presidency. 

Who else hopes they leave? 
5.6K
2.2K
13.1K",5.6K,2.2K,13.1K
Jon Cooper,@joncoopertweets,2021-07-25 23:46:37+00:00,"Jon CooperThe Trump Organization is in hot water for violating the law by improperly using the presidential seal at a Trump golf club.
citizensforethics.org
Trump Organization improperly uses presidential seal at Trump property. Again. - CREW | Citizens...
DOJ should investigate whether Trump National Golf Club Bedminster is improperly displaying the presidential seal in violation of the law.
443
1.1K
3.4K",443,1.1K,3.4K
